artist_id	artist_name	genres
8969	Ian Anderson	Acid rock|Electronic opera|Doo-wop|Pop|Soul, Pop, RnB, Gospel, Hip Hop|Madrigal|Early|Danzón|Grunk|Blues|Heavy metal|Power trio|Punk blues|Classical Piano|Viking metal
8970	Nargaroth	Pop|Folk rock|Emo|Acid rock|Psychedelic rock|Mambo|Indian folk|Power electronics|Folk rock|Trance|Japanese Pop|Gospel|Acid rock
8971	Lira	Drum and bass|Christian hardcore|Folk metal|Ambient industrial|Jam rock|Disc jockey|Dirtcore
8973	Kathleen Battle	Contemporary Folk|Music of Montenegro|Bozlak|Clownstep|Psychedelic rock|Metallic Doom Rock|G-funk|Post-punk|Punjabi Dances
8974	Marcus Wyatt	Contemporary Folk|Electronic art|Metallic Doom Rock|Post-punk|Madrigal|Sacred|Psychedelic rock|Speed metal|Pop|Music of Wyoming|Bluegrass|Guaguancó|Grindcore|Jam rock|Doo-wop|Salsa|Alternative dance|Japanese Pop|Virtual band|Clownstep|Modal jazz|Glam punk|Folk rock|Music of Montenegro|Breakbeat hardcore|Visual Kei|Detroit techno|Christian rock|Mambo|Deathrock|Glam rock|Synthpop|Classic rock|Adult album alternative|Kwakiutl|Metamorphic|Big band|Kwakiutl|Freak folk|Technoid|Milonga|Post-punk|Soul, Pop, RnB, Gospel, Hip Hop|Psychedelic trance|Murder|Motown Sound|Music of Montenegro|Avant-garde|Kwakiutl|Post-industrial
8975	National Youth Orchestra Of Great Britain	Soul, Pop, RnB, Gospel, Hip Hop|Glam rock|Bluegrass|Electronic opera|Video game|Melodic hardcore|Two Tone Ska|Glam rock|Metallic Doom Rock|Acid rock|Early
8978	Charlotte Church	Madrigal|Melodic hardcore|Madrigal|Symphonic|Pop funk|Soul, Pop, RnB, Gospel, Hip Hop
8981	Iron Savior	Doo-wop
8984	Brothers Of St. Gregories	Sacred|Salsa|Psychedelic rock|Metallic Doom Rock|Clownstep|Electronic opera|Mambo|Synthpop|Deathrock|Alternative metal|Shibuya-kei|Post-metal
8986	Dwele	Psychedelic rock|Metallic Doom Rock|Neo-classical metal|Sacred|Music of Montenegro|Classic rock|Clownstep|Pop|Melodic hardcore|Grime|Post-punk|Tropotianka|UK hardcore|punk|Electronic art|Southern rock
8987	Moacir Santos	Doo-wop|Trip hop|Techno|Harsh noise|Salsa|Heavy metal|Psychedelic rock|Visual Kei|Tarana|Bhawaiya|Urban Rapublic|Bakersfield sound|Bhawaiya|Kayokyoku|Christian alternative rock
8988	Asking Alexandria	Contemporary Folk|Pop|Psychedelic rock|Bozlak|Metallic Doom Rock|Sacred|Gospel|Grime|Clownstep|Post-punk|French classical|Acid rock|Music of Montenegro|Glam rock|Punk blues|Kadans
8989	Neaera	Madrigal|Acoustic guitar|Madrigal|Big beat|Bluegrass|Psychedelic rock|Chiptune|Shoegazing|Electronic opera|Vocal Improvisation|Madrigal|Reggae|Bounce
8990	ColdWorld	Electronic opera|Doo-wop|Soul, Pop, RnB, Gospel, Hip Hop|Danzón|Melodic hardcore|Music of Somerset|Glam rock|Acid rock|Christian alternative rock|Heavy metal|Pop|Power trio|Power trio|Madrigal|Glam rock
8991	The Human Abstract	Trance|Psychedelic rock|Grindcore|Mambo|Doo-wop|Sacred|Metallic Doom Rock|Glam rock|Adult album alternative|Japanese Pop|Gospel|Post-punk|Breakbeat hardcore|Melodic hardcore|Electronic opera|Synthpop|Jam rock|Punk blues|Salsa|Speed metal|Neo-classical metal|Clownstep|Pop-rap|Emo|Music of Montenegro|Detroit techno|Acid rock|Christian rock|Deathrock|Vocal Improvisation|Mozarabic chant|Deathrock|Soul, Pop, RnB, Gospel, Hip Hop|Power metal|Reggae rock|Mambo
8993	Angélique Kidjo	Doo-wop|Melodic hardcore|Disco|Metallic Doom Rock|Pop|Gospel|Salsa|Visual Kei|Electronic opera|Virtual band|Mexican cumbia
8994	Mgła	Sacred|Clownstep|Metallic Doom Rock|Melodic hardcore|Neo-classical metal|Rapcore|Electronic opera|Soul, Pop, RnB, Gospel, Hip Hop|Bluegrass|G-funk|Music of Montenegro|Pop|Bozlak|Glam rock|Acid rock|Computer Rock|Grime
8995	Zim Ngqawana	Madrigal|Metallic Doom Rock|Madrigal|Sacred|Mexican cumbia|Music of Montenegro|Melodic hardcore|Psychedelic rock|Contemporary Folk|Rapcore|Acoustic guitar|Bozlak|UK hardcore|Speed metal|Old school hip hop|Glam rock|Tropotianka|Electroacoustics|Indian classical|UK hardcore|Latin jazz|Techno Bass
8996	Born of Osiris	Psychedelic rock|Soul, Pop, RnB, Gospel, Hip Hop|Acoustic guitar|Madrigal|Electronic opera|Electronic art|Doo-wop|Metallic Doom Rock|Pop|Bluegrass|Madrigal|Japanese Pop|Salsa|Sacred|Visual Kei|Danzón|Heavy metal|Trip hop
8998	Causemos	Electronic opera|Doo-wop|Techno|Post-hardcore|Music of the Cayman Islands|Salsa|Harsh noise|Psychedelic rock|Seven-string guitar|Heavy metal|Crunk|Bakersfield sound|Pop|Visual Kei|Tarana|P-Funk|Bhawaiya|Christian alternative rock|Harsh noise
8999	Negură Bunget	Grindcore|Micronesian
9000	Les Discrets	Visual Kei|Psychedelic rock|Heavy metal|Madrigal|Pop-rap|Madrigal|Electronic opera|Dialect rock|Christian alternative rock|Virtual band|Jam rock|Salsa|Danzón|Sacred|Pop|Japanese Pop|Grunge|Electronic art|Reggae rock
9001	Amesoeurs	Breakbeat|Nu metal|New wave of new wave|Seven-string guitar|Jesus|Canadian rock|Symphonic black metal|Pop|Folk metal|Melodic hardcore|Popular|Melodic hardcore|Jam rock|New wave of new wave|Metallic Doom Rock
9002	Shyy	Emo violence|Psychedelic trance|Pop|Metallic Doom Rock|Post-punk|Sacred|Gospel|Classic rock|Adult album alternative|Emo|Detroit techno|Punk rock|Grindcore|Kirana Gharana|Indian folk|Indian folk|Soul jazz|Art
9003	John Mayer Trio	Trip hop|Psychedelic rock|Doo-wop|Electronic opera|Drum and bass|Jam rock|Harsh noise|Salsa|Japanese Pop|Christian alternative rock|Blues|Clownstep|Christian rock|Bozlak|Minimal techno|Soul, Pop, RnB, Gospel, Hip Hop|Trance|Music of the Cayman Islands|Reggae|Hard rock|Kayokyoku|Eurodance|Music of Somerset|Celtic Fusion|Jesus|Shuffle
9004	George Michael & Elton John	Folk of Ireland|Contemporary Folk|G-funk|Alternative rock|Beard punk
9006	Suspyre	Pop|Metallic Doom Rock|Sacred|Post-punk|Psychedelic rock|Technical death metal|Acid rock|Clownstep|Oi!|Industrial|Grindcore|Japanese Pop|Progressive rock|Grunk|Jam rock|Emo|Jug band|Grime|Nu metal|Punk blues|Seven-string guitar|Music of Montenegro|Bozlak|Technical death metal
9007	Sphere of Souls	Rare groove|Psychedelic trance|Contemporary Folk|Belgian hip hop|Pop|Musical comedy|Sacred|Kirana Gharana|Post-punk|Symphonic|Guaguancó|Grindcore|Jam rock|Shock rock|Rockabilly|Alternative dance|Japanese Pop|Avant-garde jazz|Mambo|Adult album alternative|Nu metal|Trance|Symphonic|Folk rock|Neo soul|Folk|Micronesian|Contemporary Christian|Christian soft rock|West Coast Gypsy jazz
9008	Nightingale	Pop|Psychedelic trance|Emo|Post-punk|Sacred|Metallic Doom Rock|Japanese Pop|Symphonic|Gospel|Detroit techno|Freeform hardcore|Grindcore|Power electronics|Nu metal|Indian folk|Jam rock|Indian folk|Industrial|Christian soft rock
9009	Limbonic Art	Gospel|Emo|Metallic Doom Rock|Technical death metal|Progressive rock|Jam rock|Acid rock|Technical death metal|Psychedelic rock|Hardcore techno|Power noise|Grindcore|Japanese Pop|Sacred
9010	Cloudscape	Grindcore|Mambo|Folk rock|Psychedelic rock|Japanese Pop|Nu metal|Acid rock|Psychedelic trance|Metallic Doom Rock|Emo|Folk rock|Indian folk|Sacred|Grime|Black metal|Alternative dance|Seven-string guitar|Clownstep|Post-punk|Ramkbach|Synthpop|Ghetto Rock
9011	Nova Art	Grunk|Drumfunk|Psychedelic rock|Pop|Electronic opera|Acid rock|Soul, Pop, RnB, Gospel, Hip Hop|Bluegrass|Neo-classical metal|Early
9014	El Huervo feat. Shelby Cinca	Psychedelic rock|Soul, Pop, RnB, Gospel, Hip Hop|Doo-wop|Visual Kei|Danzón|Salsa|Power trio|Punk blues|Heavy metal|Hard trance|Harsh noise|Power trio
9015	Johan Skugge & Jukka Rintamäki	Madrigal|Visual Kei|Electronic opera|Danzón|Pop|Acoustic guitar|Viking metal|Viking metal
9016	Trist	Madrigal|Acoustic guitar|Mexican cumbia|Soul, Pop, RnB, Gospel, Hip Hop|Melodic hardcore|Psychedelic rock|No Wave|Electronic opera|Grunk|Doo-wop|Bluegrass|Madrigal|Chiptune|Sonata form|Soul, Pop, RnB, Gospel, Hip Hop|Maxixe
9017	Moses Taiwa Molelekwa	G-funk|Micronesian|Jazz|Beard punk|Alternative rock|Classical Piano|Pop|Sacred|Japanese Pop|Grindcore|Music of Montenegro|Metallic Doom Rock|Bozlak
9018	Bill Frisell	Doo-wop|Salsa|Electronic opera|Psychedelic rock|Timba|Italian popular
9019	The Tierney Sutton Band	Doo-wop|Heavy metal|Techno|Salsa|Psychedelic rock|Harsh noise|Soul, Pop, RnB, Gospel, Hip Hop|Pop|Electronic art|Trip hop|Neo-classical metal|Bluegrass|Bozlak|Go go|Kirana Gharana|Grunge|Old school hip hop|Psychedelic trance|Pung cholom|Punk blues|Ska jazz|Glam rock|New Weird America|Choral
9021	Mulgrew Miller	Nu metal|Rapcore|Japanese Pop|Pop|Minimal techno|Mambo|Glam punk|Melodic hardcore|Slovenian-style polka|Japanese Pop|Sacred|Metallic Doom Rock|Synthpop|Nu metal
9022	Silencer	Folk rock|Sacred|Japanese Pop|Goa trance|Folk rock|Synthpop
9023	Áè-2	Pop|Grindcore|Psychedelic rock|Grime|Mambo|Bluegrass|Chicken scratch|Music of Montenegro|Acid rock|Mizik rasin|Electronic art|Acid rock|Melodic hardcore|Metallic Doom Rock|Classic rock|Glam rock|Neo-classical metal|Rapcore|Deathrock|Jam rock|Doo-wop|Emo|Electronic opera|Grunk|Gospel|Emo violence|Music of Wyoming
9024	Nigel Kennedy	Electronic art|Neo-classical metal|Bluegrass|Noise rock|Mod Revival|Virtual band|Free jazz|Classical Piano|Synthpop|Minimal techno|Soul, Pop, RnB, Gospel, Hip Hop|Surf rock|4-beat
9025	Bheki Mseleku	Psychedelic rock|Electronic opera|Doo-wop|Mambo|Salsa|Pop|Punk blues|Music of Montenegro|Acid rock|Electronic art
9026	Mourning Dawn	Grindcore|Pop|Classic rock|Emo|Adani|Power electronics|Emo violence|Indian folk|Oi!|Reggae|Indian folk|Emo violence|Indian folk|Jam rock|Psychedelic rock|Psychedelic trance|Indian folk|Mento|French rock|Metallic Doom Rock
9028	Emperor	Melodic hardcore|Belgian hip hop|Renaissance|Experimental
9029	Scattle	Madrigal|Acoustic guitar|Madrigal|Visual Kei|Madrigal|Doo-wop|Psychedelic rock
9030	Afro Cuban All Stars	Alternative rock|Music of Montenegro|Pop|Japanese Pop|Psychedelic rock|G-funk|Melodic hardcore|Emo|Mento|Kirana Gharana|Acid rock|Power electronics|Blue-eyed soul|Indian folk
9031	Jasper Byrne	Psychedelic rock|Doo-wop|Pop|Metallic Doom Rock|Sacred|Gospel|Math rock|Glam rock|Music of Andalusia|Electronic opera|Melodic hardcore|Salsa|Clownstep|Post-punk|Deathrock|Jam rock|Japanese Pop|Guaguancó|Mambo|Bhangra|Grunk|Grindcore|Emo|Acid rock|Kusemai|Harsh noise|Power trio|Electronic art|Deathrock|Third Stream
9032	M|O|O|N	Psychedelic rock|Grime|Grindcore|Pop|Bluegrass|Chicken scratch|Mambo|Mizik rasin|Acid rock|Hungarian folk|Electronic opera|Chicken scratch|Acid rock|Music of Montenegro|Soul, Pop, RnB, Gospel, Hip Hop|Christian alternative rock|Metallic Doom Rock
9033	Elliott Berlin	Post-punk|Pop|Metallic Doom Rock|Synthpop|Glam rock|Gospel|Melodic hardcore|Clownstep|Japanese Pop|Rapso|Synthpop|Psychedelic rock|Mambo|Doo-wop|Salsa|Nu metal|Psychedelic trance|Industrial|Glam rock|Plena|Modal jazz|Grindcore|Jam rock|Madrigal|Folk rock
9034	Whispered	Nu metal|New wave of new wave|Jesus|Pop|Japanese Pop|Melodic hardcore|Popular|Breakbeat|Japanese Pop|Seven-string guitar|Melodic hardcore
9035	Вячеслав Бутусов	Nu metal|Jesus|New wave of new wave|Pop|Breakbeat|New wave of new wave|Melodic hardcore|Japanese Pop|Seven-string guitar|Japanese Pop|Minimal techno|Melodic hardcore|Emo|Japanese Pop
9036	At Vance	Acoustic guitar|Chiptune|Madrigal|Madrigal|East Coast hip hop|Alternative country|Pub rock|East Coast hip hop|Pub rock|Neo-klezmer|Neo-klezmer
9037	Protest the Hero	Circus Tribute|Japanese Pop|Synthpop|Mambo|Sonata form|Nu metal|Melodic hardcore|Pop|Metallic Doom Rock|Synthpop|African Rap|Madrigal|Sacred|Madrigal|Music of Montenegro|Música Popular Brasileira|Freak folk|Madrigal|Punk rock|Power electronics|Plena
9038	Hydrotoxin	G-funk|Grunk|Video game|Music of Montenegro|Belgian hip hop|Psychedelic rock|Trancecore
9039	Би-2	Goa trance|Japanese Pop|Pop|Goa trance|Nu metal|Industrial|Funkcore|Seven-string guitar|Sludge metal|Metallic Doom Rock|Gospel|Madchester|Sacred|Jesus
9040	Fen	Post-rock|Music of Rostov|Cuban Hip Hop Latin Electronic|Pop|Jam rock|Mozarabic chant|Urban jazz|Grindcore
9041	Aaskereia	Hard trance|Heavy metal|Visual Kei|Viking metal|Electronic opera|Filmi|Salsa|Psychedelic rock|Hard trance|Metallic Doom Rock|Hard trance|Techno|Danzón|Trip hop
9042	Ringo	Hard trance|Doo-wop|Filmi|Electronic opera|Visual Kei|Trip hop|Salsa|Viking metal|Kwakiutl|Metamorphic
9043	Black Stone Cherry	Doo-wop|Trip hop|Visual Kei|Electronic opera|Hard trance|Psychedelic rock|Pop|Bozlak|Neo-classical metal|Bluegrass|Electronic art|Go go|Carnatic|Filmi|Hard trance|Seven-string guitar|Tech house|Metamorphic|Salsa|Danzón
9044	Sons of Liberty	Visual Kei|Doo-wop|Filmi
9045	Aborym	Mambo|Nu metal|Mento|Pop|Noise rock|Melodic hardcore|Metallic Doom Rock|Synthpop|Synthpop|Synthpop|Japanese Pop|Japanese Pop
9047	Circles of mind	Acoustic guitar|Psychedelic breakbeat|Madrigal|Click House
9048	Kemuri	Electronic opera|Kwakiutl
9049	The Ray Hamilton Ballroom Orchestra	Soul, Pop, RnB, Gospel, Hip Hop|Psychedelic rock|Music of Montenegro|Chicken scratch|UK hardcore|Punk blues|Old school hip hop|Reggae|UK hardcore|Electronic art|Madrigal|Soul, Pop, RnB, Gospel, Hip Hop|Madrigal|Electronic opera|Chicken scratch|Soul, Pop, RnB, Gospel, Hip Hop|Computer Rock|Futurepop
9050	Totalselfhatred	Filmi|Doo-wop|Viking metal|Techno|Hard trance|Tech house
9051	Hordes of the Morning Star	Psychedelic rock|Bluegrass|Madrigal|Electronic opera|Madrigal|Soul, Pop, RnB, Gospel, Hip Hop|Melodic hardcore|Glam rock|Old school hip hop|Music of Montenegro|Acappella|Sacred|Acoustic guitar|Power trio|Plainsong|Power trio|Reggae|Soul, Pop, RnB, Gospel, Hip Hop|Punk blues|Nerdcore hip hop|Biwa hoshi
9052	Todtgelichter	Visual Kei|Electronic opera|Heavy metal|Salsa|Metamorphic|Sacred|Hard trance|Counterfolk|Danzón|Christian alternative rock|Psychedelic rock|Metallic Doom Rock|Melodic hardcore|Kusemai|Shibuya-kei|Hard trance|Afro-jazz
9053	Pestilential Shadows	Grindcore|Pop|Psychedelic rock|Adult album alternative|Punk rock|G-funk|Alternative rock|Acid rock|Alternative rock|Ppongtchak|Old school hip hop|Grime|Son Huasteco|Psychedelic trance|Ragga|Power electronics|Indian folk|Folk|Acid rock|Sacred|Symphonic
9054	M O O N	Acoustic guitar|Big beat|Madrigal|Shoegazing|Son montuno|Pop|Chiptune|Metallic Doom Rock|Seven-string guitar|West Coast hip hop|Rock|Tech House
9055	Mísia	Emo violence|Pop|Adult album alternative|Classic rock|Punk rock|Emo|Breakbeat hardcore|Emo violence|World|Cuban Hip Hop Latin Electronic|Jazzatronic|Folk jazz|Melodic hardcore|Ragga
9056	Darkspace	Mento|Japanese Pop|Pop|Nu metal|Folk rock|Música Popular Brasileira|Sacred|Melodic hardcore|Synthpop|Power electronics|Psychedelic rock|Music of Montenegro|Mento|G-funk|Clownstep|Indian folk|Classical|Música Popular Brasileira|Plena
9057	Jon Lord	Space rock|Psychedelic trance|Pop|Nu metal|Grindcore|Emo|Symphonic|Sacred|Trance|Metallic Doom Rock|Space rock|Adult album alternative|Punk rock|Power electronics|Freeform hardcore|Gamelan Siteran|Space rock|Indian folk|Gospel|Virtual band|Post-punk|Grindcore|Synthpop
9058	King Diamond	Acid rock|Psychedelic rock|Sacred|Grunk|Metallic Doom Rock|Gospel|Folk rock|College rock|Grime|Grindcore|Post-punk|Folk rock|Acid rock|Acid rock
9059	Svartsyn	Punk rock|Breakbeat hardcore|Adult album alternative|Pop|Grindcore|Emo|Music of Rostov|Virtual band|Detroit techno|Merenrap|Grindcore|World|Space rock|Technoid|Jam rock|Melodic hardcore|Doo-wop|Mozarabic chant|Metallic Doom Rock
9060	Psycroptic	
9061	The Crown	Gospel|Technical death metal|Emo|Metallic Doom Rock|Technical death metal|Progressive rock|Power noise|Hardcore techno|Industrial|Jam rock|Sacred|Sonata form|Funk metal|Grindcore|Acid rock
9062	Darkside Of Innocence	Psychedelic rock|Biguine|Pop|Music of Montenegro|Synthpunk|Acid rock|Mizik rasin|Pop, RnB, World
9063	All-Devouring Light	Psychedelic rock|Biguine|Pop, RnB, World|Pop|Metallic Doom Rock|Acid rock
9064	Architects	Pop|Japanese Pop|Metallic Doom Rock|Gospel
9065	Eddie Harris	Minimal techno|Psychedelic rock|Melodic hardcore|Deathrock|Synthpop|Pop|Grunk|Punk blues|Sacred|Metallic Doom Rock|Rapcore|Glam punk|Deathrock|Glam rock|Power metal
9066	Freshlyground	Psychobilly|Pop|Grindcore|Jam rock|Acid rock|Music of Montenegro|Bozlak|Ghetto Rock|Post-rock|Grime|Samba|Kadans|Grindcore|Psychedelic rock|Gospel|Jam band|Punk blues|Urban jazz|Music of Rostov|Indian folk
9067	Judith Sephuma	Electronic opera|Doo-wop|Techno|Trip hop|Salsa|Filmi|Psychedelic rock|Visual Kei|Hard trance|Harsh noise|Christian alternative rock|Carnatic|Bhawaiya|Music of Rostov|Disco
9068	Souad Massi	Pop|Grindcore|Punk rock|Classic rock|Alternative dance|Adult album alternative|Psychedelic trance|Jazzatronic|Dark ambient|Psychedelic rock|Emo|Jug band|Emo violence|Music of Africa|World|Plena|Power electronics
9069	Tarika	Nu metal|Goa trance|Pop|Metallic Doom Rock|Industrial|Gospel|Sacred|Seven-string guitar|Goa trance|Soul jazz|Minimal techno|Post-punk|Funkcore|Nu metal|Psychedelic rock|Slovenian-style polka|Speed metal|Oriental metal|Breakbeat
9070	Maria de Barros	Acoustic guitar|Son montuno|Madrigal|Tech House|Big beat|Psychedelic rock|Soul, Pop, RnB, Gospel, Hip Hop|Bounce|Electronic opera|Madrigal|Industrial|No Wave|Sonata form|Sacred|Drum and bass
9071	Nawal	Nu metal|Emo|Pop|Sacred|Rock Against Communism|Christian soft rock|Indian folk|Synthpop|Byzantine|Funk metal|Metallic Doom Rock|Nu metal|Post-punk|Trance|Indian folk|Grindcore|Psychedelic rock|Gospel|Melodic hardcore|Christian rock|Goa trance|Indian folk|Space rock|les Fleurs de Fouxi|Christian soft rock|Emo|Cueca
9072	Dorothy Masuka	Grunk|African Rap|Pop|Melodic hardcore|Avant-garde|Circus Tribute|Toasting|Smithrock|Psychedelic rock|Metallic Doom Rock|Sacred|Grindcore|Virtual band|Surf punk
9073	Rostropovich	Psychedelic trance|Stoner rock|Electronic opera|les Fleurs de Fouxi|Doo-wop|Acid rock|Pop|Power trio|Danzón|les Fleurs de Fouxi|Madrigal|Melodic hardcore|Glam rock|Sacred|Goa trance|Soul, Pop, RnB, Gospel, Hip Hop|Contemporary Folk|Harsh noise|Breakbeat|Grunk|Gospel|Early|les Fleurs de Fouxi
9074	Ning	Drum and bass
9078	Maurice Ravel	Grindcore|Emo|Pop|Psychedelic rock|Melodic hardcore|Power electronics|Indian folk|Funk metal|Grindcore|Plena|Acid rock
9079	Giuseppe Verdi	Music of Montenegro|Psychedelic rock|Pop|Bozlak|Metallic Doom Rock|Sacred|Acid rock|Bluegrass|Black metal|Clownstep|Music of Montenegro
9080	Harry Christophers: The Sixteen	Electronic opera|Clownstep|Glam rock|Doo-wop|Salsa|Danzón|G-funk|Visual Kei|Power trio|Electronic art|Saeta
9081	Arturo Benedetti Michelangeli	G-funk|Micronesian|Folk of Ireland
9082	Gris	G-funk
9083	Virelai	Rockabilly|Psychedelic rock|Renaissance|Kirana Gharana|Old school hip hop|Soul |Candy punk|Symphonic black metal|Agung|Downbeat|Horror film score|Doo-wop|Alternative dance|Classical Piano|Two Tone Ska|Video game|les Fleurs de Fouxi
9085	Daniel Barenboim: Berlin Philharmonic Orchestra	Japanese Pop|Nu metal|Breakbeat|Seven-string guitar|Pop|Metallic Doom Rock|Mariachi|Jam rock|Stoner rock|Sacred|Grindcore|Grindcore|Emo|Gospel|Nu metal
9088	The Galliard Ensemble	Pop|Sacred|Symphonic|Post-punk|Metallic Doom Rock|Bluegrass|Classic rock|Japanese Pop|Freeform hardcore|Power electronics|Nu metal|Clownstep|Grindcore|Noise rock|Gospel|Emo violence|Spoken word|Indian folk|Indian folk
9089	Igor Stravinsky	Doo-wop|Metallic Doom Rock|Gospel|Virtual band|Post-punk|Synthpop|Mariachi|Psychedelic trance
9091	Vladimir Ashkenazy	Psychedelic trance|Cueca|Gospel
9095	Wilhelm Backhaus	Acoustic guitar|Madrigal|Pub rock|Madrigal|Pop|Pub rock|Rock|Raï|Electronic art|Psychedelic rock|Metallic Doom Rock|Electronic opera
9096	Sviatoslav Richter	Sacred|Post-punk|Metallic Doom Rock|Psychedelic rock|Pop
9097	Bloodsimple	Electronic opera|Soul, Pop, RnB, Gospel, Hip Hop|Doo-wop|Danzón|Music of Montenegro|Melodic hardcore|Glam rock|Power trio|Heavy metal|Christian alternative rock
9098	U.D.O.	Pop|Japanese Pop|Grindcore|Contemporary Folk|Nu metal|Metallic Doom Rock|Psychedelic rock|Synthpop|Sacred|Post-punk|Jam rock|Gospel|Glam rock|Doo-wop|Music of Montenegro|Synthpop|Minimal techno|Progressive rock|Folk rock|Jug band|Power metal
9099	Gucci Mane Ft. Trey Songz	Mambo|Japanese Pop|Synthpop|Nu metal|Sacred|Metallic Doom Rock|Melodic hardcore|Doo-wop|Folk rock|Synthpop|Folk rock|Neo soul|Indian folk|Soul jazz|Nu metal|Shibuya-kei|Japanese Pop|Nu metal
9100	Abigor	Folk rock|Psychedelic rock|Synthpop|Nu metal|Folk rock|Pop|Metallic Doom Rock|Clownstep|Goa trance|Trance
9101	36 Crazyfists	Japanese Pop|Psychedelic trance|Nu metal|Latin pop|Grunk|Madrigal|Metallic Doom Rock|Symphonic|Acid rock|Nu metal
9102	The Last Days	Post-punk|Pop|Metallic Doom Rock|Gospel|Glam rock|Japanese Pop|Nu metal|Melodic hardcore|Plena|Disco|Melodic hardcore|Psychedelic rock|Sogak|Post-punk|Symphonic
9103	Brocken Moon	Metallic Doom Rock|Sacred|Madrigal|Psychedelic rock|Salsa|Deathrock|Electronic opera|Danzón|Soul, Pop, RnB, Gospel, Hip Hop|Gospel|Hard trance|Punk blues|Madrigal|Bluegrass|Clownstep|Deathrock|Deathrock|Speed metal|Pop|Virtual band|Post-punk|Acid techno|Music of Montenegro|Melodic hardcore|Viking metal|Visual Kei|Mambo|Kusemai|Tropotianka|Dubstep|Choral|Kosmische Musik|Chicken scratch|Cubaton|Afro-jazz
9104	Dekadent	
9105	Trey Songz Ft. Gucci Mane And Soulja Boy Tell 'Em	Post-punk|Pop|Metallic Doom Rock|Glam rock|Psychedelic trance|Gospel|Japanese Pop|Melodic hardcore|Synthpop|Rapso|Plena|Nu metal|Symphonic|Psychedelic rock|Freeform hardcore
9106	Soulive	Mambo|Nu metal|Folk rock|Pop|Melodic hardcore|Synthpop|Madrigal|Psychedelic rock|Acoustic guitar|Goa trance|Big beat|Folk rock|Jesus|Japanese Pop
9107	Bleeding Through	Contemporary Folk|les Fleurs de Fouxi|Glam rock|Early|Glam rock|les Fleurs de Fouxi|Old school hip hop|Two Tone Ska|Video game|Grime|Mizik rasin
9108	Jimmy Dludlu	Breakbeat hardcore|Grindcore|Jam rock|Metallic Doom Rock|Neo-classical metal|Pop|Bluegrass|Gospel|Seven-string guitar|Music of Montenegro|Acid rock|Tropotianka|Indian classical|Red Dirt|Latin house
9109	Marțolea	Avant-garde jazz|Sacred|Synthpop|Christian hip hop|Post-punk|Guaguancó|Pop|Psychedelic rock|Metallic Doom Rock|Gospel|Clownstep|Avant-garde jazz|Japanese Pop|Seven-string guitar|Synthpop|Melodic death metal|Punk blues
9110	De Silence et d'Ombre	Biguine|Pop|Psychedelic rock|Pop, RnB, World|Acid rock|Bozlak|Metallic Doom Rock|G-funk|Music of Montenegro|Biguine|Synthpunk
9111	Nocturnal Depression	Japanese Pop|Minimal techno|Pop|Goa trance|Nu metal|Slovenian-style polka|Psychedelic rock|Rapcore|Goa trance|Sacred|Gospel|Emo|Electronic art|Acid rock|Slovenian-style polka
9112	Swashbuckle	Grunge|Grunk|Salsa|Speed metal|Danzón
9113	The Amity Affliction	Tech House|Darkcore|Jam rock|Folk metal|Blues|Flamenco
9114	Trollheim's Grott	Mambo|Psychedelic rock|Power metal|Deathrock|Deathrock|Pop|Glam rock|Electronic art|Melodic hardcore|Old school hip hop|Grindcore|Doo-wop|Electronic opera|Acid rock
9115	Funeris Nocturnum	Noise rock|Pop|Indian folk|Psychedelic rock|Indian folk|Indian folk|Acid rock|Grindcore|Music of Montenegro|Downbeat|Southern rock|Melodic hardcore|Electronic opera|Mambo|Old school hip hop|Electro|Black metal|Samba rock|Emo violence|Indian folk|Indian folk|Acid rock|Mento|Dixieland
9116	Atakhama	Pop|Grindcore|Psychedelic rock|Power electronics|Japanese Pop|Indian folk|Grunge|Acid rock|Emo|Melodic hardcore|Grime|Black gospel|Seven-string guitar|Industrial|Electronic opera|Downbeat|Indian folk|Grindcore
9118	Mbongeni Ngema	Psychedelic rock|Pop|Cuban Hip Hop Latin Electronic|Mambo|Contemporary Folk|Grime|Metallic Doom Rock|Tech House|Alternative dance|Emo|Melodic hardcore|Acid rock|Classical Piano|Glam rock|Deathrock|Acid rock|Dub|Plena|Downbeat
9120	Steel Dragon	Acoustic guitar|Neo-klezmer|Pambiche|Madrigal|Neo-klezmer|Nigun|Madrigal|Seven-string guitar|Rock|Jam rock|Guajira|Sacred|Disco Lento|Drum and bass|Raï
9121	Enochian Crescent	Madrigal|Salsa|Son montuno|Acoustic guitar|Psychedelic rock|Folk rock|Danzón|Metallic Doom Rock|Electronic opera|Madrigal|Pop|Visual Kei|Sacred|Virtual band|Goa trance|Afro-Caribbean|Mezwed|Deathrock|Rock|Mezwed|Kosmische Musik|Mezwed|Gospel
9122	Luther Vandross	Pop|Acoustic guitar
9123	The Royal Philharmonic Orchestra	Madrigal|Psychedelic rock|Bluegrass|Acoustic guitar|Madrigal|Electronic opera|Reggae|Soul, Pop, RnB, Gospel, Hip Hop|Madrigal|Pop|Metallic Doom Rock|Music of Montenegro
9124	Bob James & Earl Klugh	Trip hop|Techno|Post-hardcore|Urban Rapublic|Doo-wop|Salsa|Grunk|Christian alternative rock|Jam rock|Pop|Seven-string guitar|Music of Rostov|Italian popular
